V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount
-1.510866654,1.725944687,0.990543879,-0.463845181,-0.589761218,-0.744447334,-0.073031779,0.800712439,0.699399479,-1.035990627,2.022734636,-0.720613399,2.603770228,1.876945088,-1.935744084,0.27030211,0.530103826,0.04151466,-0.260286737,-0.048813373,-0.212503128,-0.366284188,0.047824225,0.517533826,-0.160047842,0.230428991,0.135888379,0.101896424,4
-2.071050394,2.153658205,0.529213315,-0.479326658,-0.930649318,-0.827955259,-0.462824702,1.242179514,0.723136006,-0.947931262,1.897142752,-0.548508282,2.664914272,2.123532618,-1.960624301,0.369259414,0.690806135,0.062714227,-0.295692368,-0.027309127,-0.198592996,-0.401250948,0.101922081,0.512959535,-0.087544091,0.236889064,0.113364688,0.101352371,1
1.00734026,-1.268268993,0.804610823,0.136103669,-1.63323715,-0.300999095,-0.772093862,-0.102115096,1.413869965,-0.00725969,-0.368569465,-2.709463409,0.923654473,0.988202808,-1.61328562,-1.914937227,1.370277382,1.004995092,-0.479947367,-0.257022509,-0.586066598,-1.076901481,-0.084322721,0.37156663,0.169164412,1.011535292,-0.085149695,0.031151367,178.9
-0.895104865,0.90460224,1.933144601,-1.133015657,-0.213778338,-0.766719681,0.504680819,-0.136510016,1.967075701,-0.453184408,0.733675232,-3.570891203,-0.592758112,1.540244817,0.281289567,0.1639976,0.458049817,-0.421087266,-1.380830916,-0.005913771,-0.271495909,-0.36869758,0.003399074,0.310212967,-0.543922742,0.659908468,0.039240187,-0.002365879,1.46
-2.097405288,1.722244738,-1.084087661,-2.39846223,2.007585861,3.016171001,-0.341050947,0.982750557,1.934641691,0.424396778,0.692323858,-2.575055815,1.604687326,1.435731769,-0.089437896,0.741054366,-0.337680081,0.211094286,-0.576651536,0.122220971,-0.243488188,-0.656594817,0.062066552,0.964770337,-0.043778814,0.612579464,-1.166297459,-0.358695214,0.68
0.925393361,-0.082930269,0.409919627,1.701047889,-0.205809129,-0.097494106,0.139576372,-0.127342003,1.568455999,-0.552113561,0.406064309,-1.996339851,1.482822789,1.538616801,-0.811324584,-0.734454235,1.003196438,-0.674322026,-0.611271962,0.018076992,-0.176740122,-0.311426595,-0.160617926,0.026245888,0.591975547,-0.364048731,-0.01075465,0.031229147,133.73
1.01470316,-0.084558053,0.660587955,0.752447515,-0.653887822,-0.726676025,-0.075259349,-0.117052183,1.202625196,-0.312536991,2.486145995,-1.843412765,0.932117164,2.079223877,-0.301460136,0.499298466,0.201825294,0.181814193,-0.054557637,0.017587977,-0.388241822,-1.200617925,0.152151806,0.451825584,-0.042264196,0.025590054,-0.090923431,0.020570519,101.38
-1.552078009,-0.5310742,1.974243128,1.013701362,1.024194781,-1.144346152,0.002697866,0.04898408,1.339098543,-1.057587337,-0.169789883,-2.638074006,0.746159336,1.455796968,-1.391553811,-0.133829228,0.4959208,-0.007836957,-0.626284975,0.241349808,-0.181249133,-0.715026727,0.328461401,0.268026058,-0.015884265,-0.726970586,0.026190801,0.155041137,83.72
-0.751919642,-1.505935282,2.0840581,-0.831677291,-0.38751807,-0.946506094,-1.63671364,0.073954606,-0.869839074,0.973270861,0.7700216,-3.6475743,1.899469071,1.078433897,0.672736818,-1.065986244,1.890607079,0.403276611,-0.015379989,0.062947451,0.066082111,0.548849448,0.291919625,0.336903301,-0.76400209,-0.095358499,0.168213316,0.192309643,22
1.406928614,-0.14945351,-0.061799741,-0.512739004,-0.278194388,-0.857237434,-0.12518189,-0.412091446,-0.031073181,0.240199179,1.119534896,-2.478452618,2.792556954,1.368410526,-0.177832692,0.355897034,1.358120045,-1.905509989,0.066246732,0.060372537,0.080342821,0.497615245,-0.13645883,0.097352679,0.732382042,-0.097948082,-0.032515784,-0.005303936,15
-1.45383876,-0.227639647,2.989741753,-1.444763317,-1.661794279,-0.116820348,-0.789248567,0.598410626,1.091314127,-1.435412282,-0.5445316,-1.869060317,2.158938925,0.28727118,-3.204409649,-1.242999446,0.977837091,1.03180579,-2.142259724,-0.568936796,-0.442000045,-0.55705438,-0.045718721,0.715472281,0.26251519,0.805299987,-0.151893777,-0.039407434,62.5
-0.352616076,1.032011565,1.943366572,1.59276062,0.031292384,-0.161167343,0.715577779,-0.182024364,1.223947451,-0.246963251,0.745988011,-2.72082451,0.515752994,1.443489536,-0.435867595,-1.446255105,1.499901665,-0.50112072,0.327761246,0.101908314,-0.208989581,0.13924533,-0.089824442,0.546154322,-0.237357567,-0.321052252,0.232650232,-0.021321928,16.67
-0.448223733,0.229376365,1.319513754,-1.697200193,0.143264584,-0.547205346,0.560030284,-0.139051892,2.719879711,-1.474396565,1.363517393,-1.907494983,0.287073938,1.366054033,-1.769877688,-0.733782832,0.26254665,0.820243202,0.471116299,-0.008314697,-0.133878766,0.303896104,-0.17867221,-0.053442429,-0.178736342,-0.903784678,0.249320393,-0.000556266,25
-1.351081219,1.064695052,0.825628848,-1.032768224,1.96102982,4.11964232,-0.371524419,0.924081396,2.370317226,0.476904251,0.476923741,-2.678310933,1.507074308,0.527733411,-0.437268233,0.132547389,-0.072348532,0.569434065,0.232416072,0.674333995,-0.47170146,-0.395687439,-0.239931226,0.96107234,0.162805028,0.220572857,0.014107509,-0.379803267,9.2
-1.405922604,0.633796964,2.699133713,1.264804894,0.69689062,0.959094248,0.614487199,-2.917073515,3.08973408,1.250582338,0.403841078,-3.142986333,0.251005138,-0.245109528,-0.952777369,-1.697422402,0.933773341,-0.43525978,0.44170095,-0.448205522,1.070872827,-0.180895168,-0.079622958,0.009137985,-0.277962048,-0.473304084,-1.493478771,-1.114956171,15
1.012633321,0.185474949,1.85702487,2.625659113,-0.8136663,0.741190492,-1.050536049,0.411453902,1.078231736,0.410753503,2.237912077,-2.310506402,0.77114794,1.64748312,0.005915793,1.168253631,-0.044722512,0.838384789,-1.766318032,-0.240510019,0.167709881,0.665263172,0.034244533,0.149375648,0.061459099,0.073727308,0.02462656,0.023361114,12.14
-0.618002852,1.161542677,1.162965695,0.048928109,0.111779253,-0.497899828,0.358326781,0.138191637,1.151719375,-0.344840614,1.816017443,-3.069628766,-0.283448743,1.513563661,-0.280245424,0.722751068,0.474656217,0.971088477,0.10482624,0.094151683,-0.437715732,-1.013703085,-0.015267438,-0.173252527,-0.184024111,0.048078985,0.30791312,0.140076003,8.91
1.116750117,-0.470737479,0.228822004,-1.806057738,-0.133104561,0.47282538,-0.437490947,0.206482071,3.326445511,-2.211929052,1.89292262,-0.75593044,1.643677575,1.599826673,1.106410082,-2.880268903,2.397829205,-2.148283021,-0.389180875,-0.300849846,-0.189224601,0.216269276,0.088504754,-0.659670857,0.410577807,-0.768814231,0.117068158,0.001663723,2.18
1.211185918,0.277941098,-0.39002903,1.53859659,2.097958727,4.006709125,-0.891383865,0.908313853,0.693577643,0.359047833,0.57864035,-2.790047726,1.762965635,1.63672365,0.209662652,1.229224657,-0.529887417,0.813221617,-1.052815369,-0.04312489,-0.058935039,-0.09389001,-0.087281186,0.943571891,0.571617227,0.073134109,-0.012296851,0.017721877,10.62
-0.927913159,1.629688289,1.983768759,1.111621103,0.03291895,-0.763235888,0.739622367,-0.52159344,0.764524022,0.148055315,1.567167348,-1.982945793,3.165196871,0.521089133,1.056529721,-0.587387968,1.303012917,0.014413739,1.283829625,0.507556716,-0.455861994,-0.64796437,-0.016117701,0.65720074,-0.017083261,0.289867582,-0.00799628,-0.0298168,1.29
-1.083015251,-0.047906276,2.031504022,-2.79205349,-1.183306845,-0.154642713,0.680497312,-0.062375952,3.141784029,-2.818336879,0.617659453,-2.042336736,1.090154045,1.218599029,0.723906599,-0.957258863,0.805436025,0.275035856,0.079229787,-0.145679467,-0.051078035,0.277840551,-0.178539738,0.038114996,0.472187249,-0.873348034,0.032531356,0.048377803,178.2
1.194182339,0.260962954,-0.509618557,1.724474451,2.229025825,4.117374711,-0.703291171,0.914500907,0.873249069,0.209084651,0.289314958,-2.503107211,1.487636021,1.470684467,-1.180854454,0.574839626,-0.005930286,0.041441787,-0.416149185,-0.072117807,-0.488236215,-1.222774048,0.0540391,0.910897314,0.508175387,-0.204102545,-0.017229567,0.015022207,14.17
-1.137121478,1.266321048,1.990586996,-0.088782525,-0.16760237,0.426076801,-0.232307574,0.717490189,0.576231009,-0.930940818,2.021699813,-1.684588835,2.00710272,1.825757418,-0.056599516,0.510895397,0.311738813,0.478443566,-0.255941348,0.006968451,-0.130436985,-0.183232963,-0.166081295,-0.353310579,0.085140095,0.259527206,0.139318155,0.04890507,3.23
1.338788215,-0.696276941,0.883476168,-0.507099406,-1.258329277,-0.397536427,-1.09374277,-0.110461177,0.954235116,0.228070582,0.142500127,-3.434343991,1.80073583,1.013875564,0.444339401,1.610898735,0.622983957,-0.380707064,0.196634109,0.124761725,0.218521407,0.739888193,-0.18307244,-0.137297172,0.447975888,-0.060025331,0.001426791,0.020448605,49.99
-1.950935955,1.175472404,0.621969056,-2.507296537,-1.205044466,0.477745028,-1.279632446,-4.198665807,1.66874968,0.037470067,-0.07030805,-1.97628773,3.166685851,1.069276519,1.133304205,-1.914325212,0.875669056,2.232458629,0.602377443,-1.122207285,3.312115754,-1.365423819,0.487028758,-0.521690541,-0.011264906,0.153678028,0.688539563,0.250975067,75
-0.839150176,-0.058304742,0.976245077,0.679074505,1.633833438,-0.349848181,-0.139845353,0.058742914,0.687349871,-0.399067382,0.879127036,-2.405655157,1.300289726,1.856794811,-0.906691767,-0.318540398,0.459848727,0.894255521,1.796270636,0.287607555,-0.059530732,-0.088113418,-0.202859898,-0.841773662,0.029157939,0.654089943,0.019055474,0.111575437,0
-1.459145135,0.331549878,-0.322406977,-0.310801529,-0.2303277,0.358222701,1.464759477,0.19951122,0.90559929,-0.967175208,0.581867872,-2.287263351,1.256068856,1.931048818,-1.950739112,0.586410425,-0.126554661,0.754536284,0.050897087,-0.224941337,-0.142485969,0.05484948,0.508395558,-0.869941075,-0.102312913,0.326834911,0.2454718,0.011452808,286.06
-0.069357954,-0.295530009,2.271312222,-0.370443858,-1.236922253,0.502314221,-0.816528025,0.131905129,1.138001033,-0.268149392,-0.551324681,-2.956466511,2.277662495,0.093286623,-1.508761548,0.514778662,1.440834772,-0.595562864,1.566880461,0.267269546,0.176615977,0.986353855,-0.014433611,-0.105235745,-0.693567187,-0.136646996,0.231085502,0.19512637,52.52
-0.872689071,0.127588415,2.39343897,-1.760761236,-0.563279218,0.234411123,-0.168078302,-0.150282548,0.370077479,0.179329507,2.443237646,-2.703495991,1.833951517,0.719799569,-0.668025146,1.400271059,0.428444482,-0.508413198,-0.564711182,-0.029234017,0.368531479,1.30090104,-0.290291308,-0.005045228,-0.114973186,-0.292114062,-0.453389752,-0.122956191,39.9
0.664729086,-0.638773648,-0.258215733,1.243437695,0.194268285,0.690723772,0.196727011,0.072999397,1.181640168,-0.304058327,1.273948194,-2.468253847,0.688341142,2.240633901,-0.047578351,0.477923592,-0.042500825,0.557312028,-0.248512856,0.353151689,-0.159994092,-0.921783432,-0.310797856,-1.25130668,0.350795688,-0.517857822,-0.060656526,0.042953771,296.44
1.280773596,0.577376606,0.019210325,1.315901361,0.063215191,-1.160380977,0.422251256,-0.405703349,1.08728061,-0.309064246,0.495103963,-2.575377755,1.100350804,2.105029071,0.003163951,-0.221434371,0.450562241,-0.031606872,-0.452665812,-0.234022639,-0.154036071,-0.16304466,-0.126455907,0.330796373,0.811572205,-0.333201669,-0.038048185,0.003295044,0.99
0.745968424,-0.36779433,0.141227388,1.534303198,-0.470862516,-0.830065971,0.454156418,-0.367603869,1.272945036,-0.469580215,0.513583833,-2.434471308,1.449283216,1.929140516,0.240939847,0.066255902,0.325686055,0.20515622,-0.653470945,0.326593102,0.031286703,-0.216721171,-0.313820502,0.338257418,0.561869184,-0.393598528,-0.063593132,0.058603778,264
-1.835600808,-0.3893295,1.394815561,1.253979064,-1.930180547,1.710674984,1.507669679,0.518233506,0.596819903,-1.46854553,1.040060371,-2.024503487,2.049060559,1.631626337,-0.54088774,0.533338524,0.197070377,1.620740386,0.781498956,1.187580661,0.274750868,0.005138203,1.001069277,-0.623263664,0.535456773,-0.287071352,-0.22581403,0.047005989,574.46
-2.122205782,2.501710198,0.679881019,2.027273066,-0.440994153,1.174856343,-0.921126462,-2.554824171,0.74476807,-0.032508683,-1.083132576,-2.544643661,1.456806974,1.647007281,-1.587452024,0.60125277,0.674698406,0.138486788,-0.389189263,-1.06365199,2.662281996,-1.954434237,0.352348084,-0.599831169,0.091995967,-0.227466617,-0.481958433,-0.334715795,59.99
