V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount
-0.090760205,0.430190617,0.58788854,-1.468904123,0.315714019,-0.765141627,0.737765022,-0.348267383,-1.877660623,0.190187439,-0.935614839,-0.572179532,1.402927954,-0.278403299,0.137590324,0.810280917,0.053044222,-1.296373685,1.105525086,0.264527781,0.238174923,0.619907667,-0.381978797,-0.387806203,0.492029699,-0.078039297,0.023718677,0.036964679,25
-0.781938362,1.594473651,2.067659518,1.823248882,0.260622991,-0.50255609,1.090112215,-0.490576085,-1.142104959,0.827187379,-0.000340666,0.367389901,1.252386707,-0.41931509,0.232873119,0.378455746,-0.718881218,-0.629679244,-0.874435501,-0.00345087,-0.113360526,-0.41181946,0.006179779,0.681210307,-0.286224375,-0.412346553,-0.663628584,-0.134150757,9.35
-0.693979451,0.863779512,1.782080173,-0.621202811,-0.034456501,-0.556247661,0.704357036,0.061960833,-0.290993527,-0.596957828,1.163624897,1.361927121,0.487335344,-0.189118104,-1.521411017,-0.117587609,-0.344511289,-0.325784869,0.121181001,0.081261965,-0.124981936,-0.12271796,-0.158335953,0.590370383,-0.014214744,0.344615591,0.284905745,0.157359871,5
-1.739978643,1.107891078,0.591364569,-0.767647738,0.06083274,-0.427431277,0.248729152,0.476310222,0.611436749,-0.187043715,-1.946691117,-0.407333395,-0.777993881,-0.01115824,-0.526478284,0.201655236,-0.298386767,-0.243697419,0.264966116,-0.053297528,-0.34305691,-0.60235639,0.039468017,-0.582637893,0.300574068,0.456636749,0.323645046,0.152759872,5
-1.559445787,1.425546152,0.812588531,-1.129381017,0.507528017,0.183506605,0.654304258,0.088058635,0.480017615,0.547216473,0.066070053,1.065234263,0.982423737,-0.609123993,-1.381520758,0.189596512,-0.901688395,0.025997722,0.56057986,0.451194562,-0.283995225,-0.413642417,-0.234994996,-0.789508737,0.324851029,0.419737495,0.329608107,0.351346166,5
-1.559445787,1.425546152,0.812588531,-1.129381017,0.507528017,0.183506605,0.654304258,0.088058635,0.480017615,0.547216473,0.066070053,1.065234263,0.982423737,-0.609123993,-1.381520758,0.189596512,-0.901688395,0.025997722,0.56057986,0.451194562,-0.283995225,-0.413642417,-0.234994996,-0.789508737,0.324851029,0.419737495,0.329608107,0.351346166,5
-1.559445787,1.425546152,0.812588531,-1.129381017,0.507528017,0.183506605,0.654304258,0.088058635,0.480017615,0.547216473,0.066070053,1.065234263,0.982423737,-0.609123993,-1.381520758,0.189596512,-0.901688395,0.025997722,0.56057986,0.451194562,-0.283995225,-0.413642417,-0.234994996,-0.789508737,0.324851029,0.419737495,0.329608107,0.351346166,5
-1.559445787,1.425546152,0.812588531,-1.129381017,0.507528017,0.183506605,0.654304258,0.088058635,0.480017615,0.547216473,0.066070053,1.065234263,0.982423737,-0.609123993,-1.381520758,0.189596512,-0.901688395,0.025997722,0.56057986,0.451194562,-0.283995225,-0.413642417,-0.234994996,-0.789508737,0.324851029,0.419737495,0.329608107,0.351346166,5
-1.293036391,0.351871014,2.067888983,1.110218346,0.228730422,-1.077179697,0.446339496,-0.370689997,-0.384007128,0.54281641,0.197257714,-0.15374145,0.087118643,-0.016183422,1.945283691,-0.607042735,0.238331613,-0.295855291,1.656241875,0.163182917,-0.324744722,-0.473906236,0.196547015,0.722739476,-0.031610469,0.344993586,-0.034961397,-0.058954209,13.99
1.114877594,-0.666726897,0.201707323,0.640360646,1.139395246,4.764421544,-1.584590078,1.316518076,1.573551843,-0.335480601,-1.240258383,0.606075077,-0.253059826,-0.944858355,-1.408034178,-0.191922575,-0.183846738,0.227905778,0.543598598,-0.012988738,-0.112088192,-0.000412193,-0.145503127,1.046135826,0.710849691,-0.21112376,0.108305526,0.034742895,24.9
-0.975437084,0.700053344,2.180777138,-0.276132865,0.522232766,-0.521060947,1.135711052,-0.070861851,0.079412562,-0.942690127,-0.739612457,-0.557810639,-1.985005499,-0.027860028,-1.087962478,-0.296122107,-0.22488936,-0.94776313,-1.976456268,-0.318459873,-0.096645601,-0.127844009,-0.351790962,0.342088291,0.690008188,-0.598514729,-0.151631918,-0.17404333,9.99
-0.702308073,0.963196115,0.73187006,-1.191781587,0.787105974,0.407588642,0.619883389,0.222307444,0.073286669,-0.181321203,-0.57459298,0.151459631,-0.087535786,-0.053608628,-0.838666577,0.680095862,-1.170230272,0.479382453,0.689384043,0.197175132,-0.288057343,-0.61846358,-0.293288773,-1.376553476,0.030989333,0.387648353,0.402004106,0.212955719,5
-1.818156242,-0.737221189,0.148602367,-0.431524815,1.155688796,-1.832952939,-0.300355092,0.415240629,0.024781046,-0.673501096,-1.517814728,-0.205672347,-0.702752084,0.537563943,-0.474910077,0.13544915,-0.167876632,-0.321828368,-0.124321497,0.324306667,0.16372088,-0.049658498,-0.114076943,-0.043751045,-0.449535998,0.852760461,0.215105235,-0.106387188,2
